,MK,Kb,MKH,cont,Ka
ENSG00000223119,0,0,0,0,0
ENSG00000274264,0,0,0,0,0
ENSG00000251849,0,0,0,0,0
ENSG00000281134,0.613753,0.678668,8.28759,0,3.99902e-14
ENSG00000252575,0,0,0,0,0
ENSG00000277643,0,0,0,0,0
ENSG00000277644,0,0,0,0,0
ENSG00000277645,0,0,0,0,0
ENSG00000281301,0,0,0,0,0
ENSG00000281302,0,0,0,0,0
ENSG00000281303,0,0,0,0,0
ENSG00000281304,0,0.150546,0,0,0
ENSG00000281307,0,0,0,0,0
ENSG00000271721,0.671142,1.07664,0.982881,0.903579,1.03054
ENSG00000276112,0,0,0,0,0
ENSG00000279556,0,0,0,0,0
ENSG00000278609,0,0,0,0,0
ENSG00000221610,0,0,0,0,0
ENSG00000281002,0,0,0,0,0
ENSG00000270189,1.00608,1.16809,0.824758,0.934547,1.01759
ENSG00000274604,0,0,0,0,0
ENSG00000276939,0,0,0,0,0
ENSG00000276933,0,0,0,0,0
ENSG00000276937,0,0,0,0,0
ENSG00000276936,0,0,0,0,0
ENSG00000223101,0,0,0,0,0
ENSG00000278568,0,0,0,0,0
ENSG00000278564,0,0,0,0,0
ENSG00000264045,0,0,0,0,0
ENSG00000264042,0,0,0,0,0
ENSG00000211528,0,0,0,0,0
ENSG00000239158,0,0,0,0,0
ENSG00000275354,0,0,0,0,0
ENSG00000267874,0.101591,0.0971129,0.100105,0,0
ENSG00000275357,0,0,0,0,0
ENSG00000238208,0,0,0,0,0.00206441
ENSG00000266057,0,0,0,0,0
ENSG00000266055,0,0,0,0,0
ENSG00000266051,0,0,0,0,0
ENSG00000281148,0,0,0,0,0
ENSG00000281146,0,0,0,0,0
ENSG00000281147,0,0,0,0,0
ENSG00000281142,0,0,0,0,0
ENSG00000281143,0,0,0,0,0
ENSG00000281140,0,0,0,0,0
ENSG00000221581,0,0,0,0,0
ENSG00000221589,0,0,0,0,0
ENSG00000281647,0,0,0,0,0
ENSG00000281646,0,0,0,0,4.58721e-08
ENSG00000263700,0,0,0,0,0
ENSG00000221631,0,0,0,0,0
ENSG00000254269,0,0,0,0,0
ENSG00000257794,0,0,0,0,0
ENSG00000266862,0,0,0,0,0
ENSG00000266868,0,0,0,0,0
ENSG00000281921,0,0,0,0,0
ENSG00000281675,0,0,0,0,0
ENSG00000268721,0,0,0,0,0
ENSG00000281676,0,0,0,0,0
ENSG00000230058,0,0,0,0,0
ENSG00000204566,0,0,0,0,0
ENSG00000252629,0,0,0,0,0
ENSG00000254761,0,0,0,0,0
ENSG00000264896,0,0,0,0,0
ENSG00000216067,0,0,0,0,0
ENSG00000256790,0,0,0,0,0
ENSG00000207710,0,0,0,0,0
ENSG00000207715,0,0,0,0,0
ENSG00000281765,0,0,0,0,0
ENSG00000276305,0,0,0,0,0
ENSG00000276303,0,0,0,0,0
ENSG00000276301,0,0,0,0,0
ENSG00000270223,1.57477,1.84241,2.29723,1.93374,2.07872
ENSG00000264137,0,0,0,0,0
ENSG00000275766,0,0,0,0,0
ENSG00000275761,0,0,0,0,0
ENSG00000277944,0,0,0,0,0
ENSG00000265662,0,0,0,0,0
ENSG00000265665,0,0,0,0,0
ENSG00000265667,0,0,0,0,0
ENSG00000274416,0,0,0,0,0
ENSG00000263548,0,0,0,0,0
ENSG00000263546,0,0,0,0,0
ENSG00000263542,0,0,0,0,0
ENSG00000221030,0,0,0,0,0
ENSG00000221032,0,0,0,0,0
ENSG00000238876,0,0,0,0,0
ENSG00000238870,0,0,0,0,0
ENSG00000275573,0,0,0,0,0
ENSG00000223307,0,0,0,0,0
ENSG00000216182,0,0,0,0,0
ENSG00000216181,0,0,0,0,0
ENSG00000216184,0,0,0,0,0
ENSG00000264726,0,0,0,0,0
ENSG00000266244,0,0,0,0,0
ENSG00000266241,0,0,0,0,0
ENSG00000212254,0,0,0,0,0
ENSG00000221778,0,0,0,0,0
ENSG00000221777,0,0,0,0,0
ENSG00000221774,0,0,0,0,0
ENSG00000221772,0,0,0,0,0
ENSG00000221770,0,0,0,0,0
ENSG00000281485,0,0,0,0,0
ENSG00000281481,0,0,0,0,0
ENSG00000238980,0,0,0,0,0
ENSG00000280995,0,0,0,0,0
ENSG00000280990,0,0,0,0,0
ENSG00000244567,0.568377,0.597263,1.16842,0.700331,0.753835
ENSG00000252102,0,0,0,0,0
ENSG00000252100,0,0,0,0,0
ENSG00000240455,0,0,0,0,0
ENSG00000264844,0,0,0,0,0
ENSG00000276567,0,0,0,0,0
ENSG00000276560,0,0,0,0,0
ENSG00000221664,0,0,0,0,0
ENSG00000275147,0,0,0,0,0
ENSG00000199004,0,0,0,0,0
ENSG00000277779,0,0,0,0,0
ENSG00000223149,0,0,0,0,0
ENSG00000279646,0,0,0,0,0
ENSG00000279644,1.33794e-151,0.0278335,0.0260856,2.63769e-121,0.0200665
ENSG00000264077,0,0,0,0,0
ENSG00000264076,0,0,0,0,0
ENSG00000264074,0,0,0,0,0
ENSG00000264079,0,0,0,0,0
ENSG00000279037,0,0,0,0,0
ENSG00000269908,0,0,0,0,0
ENSG00000265032,0,0,0,0,0
ENSG00000265035,0,0,0,0,0
ENSG00000265037,0,0,0,0,0
ENSG00000265039,0,0,0,0,0
ENSG00000274593,0,0,0,0,0
ENSG00000274592,0,0,0,0,0
ENSG00000274595,0,0,0,0,0
ENSG00000274596,0,0,0,0,0
ENSG00000221204,0,0,0,0,0
ENSG00000222262,0,0,0,0,0
ENSG00000222954,0,0,0,0,0
ENSG00000278796,0,0,0,0,0
ENSG00000281075,0,0.131814,0,0.116456,0
ENSG00000274190,0,0,0,0,0
ENSG00000281381,0,0,0,0,0
ENSG00000280659,0,0,0,0,0
ENSG00000280654,0,0,0,0,0
ENSG00000280656,0,0,0,0,0
ENSG00000280653,8.85221e-95,3.34482e-106,9.78547e-54,1.32756e-97,1.45341e-93
ENSG00000281528,0,0,0,0,0
ENSG00000281529,0,0,0,0,0
ENSG00000207733,0,0,0,0,0
ENSG00000279338,0.11429,0.131095,0.679238,0.368049,0.493119
ENSG00000263985,0,0,0,0,0
ENSG00000254608,0,0,0,0,0
ENSG00000252731,0,0,0,0,0
ENSG00000252733,0,0,0,0,0
ENSG00000265002,0,0,0,0,0
ENSG00000276321,0,0,0,0,0
ENSG00000274865,0,0,0,0,0
ENSG00000274869,0,0.0257105,0.0436626,0.019729,0.0750033
ENSG00000248345,0,0,0,0,0
ENSG00000273848,0,0,0,0,0
ENSG00000278814,0,0,0,0,0
ENSG00000278810,0,0,0,0,0
ENSG00000173088,0.0244392,0.0814762,0.0402299,0.0365378,0.178343
ENSG00000278451,0,0,0,0,0
ENSG00000280859,0,0,0,0,0
ENSG00000274003,0,0,0,0,0
ENSG00000274007,0,0,0,0,0
ENSG00000221163,0,0,0,0,0
ENSG00000275749,0,0,0,0,0
ENSG00000261254,0.38334,0.433759,0.326607,0.365643,0.313124
ENSG00000275879,0,0,0,0,0
ENSG00000264552,0,0,0,0,0
ENSG00000275870,0,0,0,0,0
ENSG00000263782,0,0,0,0,0
ENSG00000221505,0,0,0,0,0
ENSG00000221506,0,0,0,0,0
ENSG00000238504,0,0,0,0,0
ENSG00000265209,0,0,0,0,0
ENSG00000265208,0,0,0,0,0
ENSG00000265207,0,0,0,0,0
ENSG00000281579,0,0,0,0,0
ENSG00000265200,0,0,0,0,0
ENSG00000266574,0,0,0,0,0
ENSG00000186223,0,0,0,0,0
ENSG00000250296,0,0,0,0,0
ENSG00000278507,0,0,0,0,0
ENSG00000265647,0,0,0,0,0
ENSG00000216072,0,0,0,0,0
ENSG00000216073,0,0,0,0,0
ENSG00000216070,0,0,0,0,0
ENSG00000277121,0,0,0,0,0
ENSG00000277123,0,0,0,0,0
ENSG00000277122,0,0,0,0,0
ENSG00000276654,0,0,0,0,0
ENSG00000276655,0,0,0,0,0
ENSG00000276658,0,0,0,0,0
ENSG00000276659,0,0,0,0,0
ENSG00000265391,0,0,0,0,0
ENSG00000276389,0,0,0,0,0
ENSG00000274448,0,0,0,0,0
ENSG00000278762,0,0,0,0,0
ENSG00000232025,0,0,0,0,0
ENSG00000248999,0,0,0,0,0
ENSG00000281322,0,0,0,0,0
ENSG00000259888,0,0,0,0,0
ENSG00000264181,0,0,0,0,0
ENSG00000264372,0,0,0,0,0
ENSG00000264374,0,0,0,0,0
ENSG00000275251,0,0,0,0,0
ENSG00000275252,0,0,0,0,0
ENSG00000275261,0,0,0,0,0
ENSG00000222651,0,0,0,0,0
ENSG00000238362,0,0,0,0,0
ENSG00000220989,0,0,0,0,0
ENSG00000264455,0,0,0,0,0
ENSG00000281774,0,0,0,0,0
ENSG00000278018,0,0,0,0,0
ENSG00000281779,0,0,0,0,0
ENSG00000215934,0,0,0,0,0
ENSG00000280914,0,0,0.109854,0,0
ENSG00000280915,0,0,0,0,0
ENSG00000280910,0,0,0,0,0
ENSG00000280911,0,0,0,0,0
ENSG00000242924,0,0,0,0,0
ENSG00000252181,0,0,0,0,0
ENSG00000280141,0,0,0,0,0
ENSG00000281238,0,0,0,0,0
ENSG00000281239,0,0,0,0,0
ENSG00000281231,0,0,0,0,0
ENSG00000201126,0,0,0,0,0
ENSG00000265320,0,0,0,0,0
ENSG00000276020,0,0,0,0,0
ENSG00000276024,0,0,0,0,0
ENSG00000276028,0,0,0,0,0
ENSG00000277860,0,0,0,0,0
ENSG00000277861,0,0,0,0,0
ENSG00000263377,0,0,0,0,0
ENSG00000263378,0,0,0,0,0
ENSG00000274337,0,0,0,0,0
ENSG00000281749,0,0,0,0,0
ENSG00000280308,0,0,0,0,0
ENSG00000280301,0,0,0,0,0
ENSG00000266476,0,0,0,0,0
ENSG00000212065,0,0,0,0,0
ENSG00000212067,0,0,0,0,0
ENSG00000212066,0,0,0,0,0
ENSG00000212061,0,0,0,0,0
ENSG00000221126,0,0,0,0,0
ENSG00000221123,0,0,0,0,0
ENSG00000221121,0,0,0,0,0
ENSG00000221128,0,0,0,0,0
ENSG00000267701,0.121002,0.0597716,0.133073,0.189646,0.0492247
ENSG00000263636,19.8732,0,0,0,0
ENSG00000263630,0,0,0,0,0
ENSG00000263632,0,0,0,0,0
ENSG00000259159,4.91939e-13,0.0167985,0.00568146,1.84984e-15,0.0127142
ENSG00000207621,0,0,0,0,0
ENSG00000280897,0,0,0,0,0
ENSG00000280896,0,0,0,0,0
ENSG00000278064,0,0,0,0,0
ENSG00000207857,0,0,0,0,0
ENSG00000207858,0,0,0,30.0018,0
ENSG00000281858,0,0,0,0,0
ENSG00000281854,0,0,0,0,0
ENSG00000281855,0,0,0,0,0
ENSG00000281850,0,0,0,0,0
ENSG00000281851,2.07359e-06,1.45397e-09,1.18777e-08,1.88554e-09,2.74959e-10
ENSG00000279857,0,0,0,0,0
ENSG00000278423,0,0,0,0,0
ENSG00000275020,0,0,0,0,0
ENSG00000275027,0,0,0,0,0
ENSG00000275028,0,0,0,0,0
ENSG00000273892,0,0,0,0,0
ENSG00000278844,0,0,0,0,0
ENSG00000207707,0,0,0,0,0
ENSG00000221701,0,0,0,0,0
ENSG00000274371,0,0,0,0,0
ENSG00000274377,0,0,0,0,0
ENSG00000272792,0,0,0,0.0725556,0
ENSG00000274088,3.02362e-09,0,4.7797e-12,0,2.54892e-10
ENSG00000231865,0.0611113,0.100946,0.247936,0.0977172,0.156484
ENSG00000236983,0,0,0.0247028,0.021815,0.0419685
ENSG00000273683,0,0,0,0,0
ENSG00000273684,0,0,0,0,0
ENSG00000273685,0,0,0,0,0
ENSG00000273689,0,0,0,0,0
ENSG00000278309,0.287593,0.40678,0.339301,0.408487,0.794699
ENSG00000264629,0,0,0,0,0
ENSG00000264624,0,0,0,0,94.5829
ENSG00000273534,0,0,0,0,0
ENSG00000275561,0,0,0,0,0
ENSG00000221110,0,0,0,0,0
ENSG00000243350,0.0812011,8.44198e-72,0.0233356,7.0724e-06,4.90831e-09
ENSG00000184682,0,0,0,0,0
ENSG00000252940,0,0,0,0,0
ENSG00000265286,0,0,0,0,0
ENSG00000265285,0,0,0,0,0
ENSG00000265280,0,0,0,0,0
ENSG00000221328,0,0,0,0,0
ENSG00000259799,0.088878,0.0826053,0.0287082,0.0244493,0.0911855
ENSG00000265132,0,0,0,0,0
ENSG00000279007,0,0.0667098,0.0704361,0,0
ENSG00000211525,0,0,0,0,0
ENSG00000211524,0,0,0,0,0
ENSG00000211526,0,0,0,0,0
ENSG00000280519,0,0,0,0,0
ENSG00000280510,5.2734e-88,1.16672e-108,0,1.14781e-81,7.19642e-118
ENSG00000280517,0,0,0,0,0
ENSG00000281640,0,0,0,0,0
ENSG00000281643,0,0,0,0,0
ENSG00000237726,0,0,0,0,0
ENSG00000252855,0,0,0,0,0
ENSG00000280493,0,0,0,0,0
ENSG00000279272,0,0,0,0,0
ENSG00000281467,0,0,0,0,0
ENSG00000281466,0,0,0,0,0
ENSG00000276157,0,0,0,0,0
ENSG00000281461,0,0,0,0,0
ENSG00000280723,0,0,0,0,0
ENSG00000257110,0,0,0,0,0
ENSG00000277360,0,0,0,0,0
ENSG00000274946,0,0,0,0,0
ENSG00000239050,0,0,0,0,0
ENSG00000207895,0,0,0,0,0
ENSG00000263470,8.07352,9.09943,6.28019,5.72556,6.78384
ENSG00000278919,0,0,0,0,0
ENSG00000222309,0,0,0,0,0
ENSG00000272450,0,0,0,0,0
ENSG00000273561,0,0,0,0,0
ENSG00000273560,0,0,0,0,0
ENSG00000274123,0,0,0,0,0
ENSG00000264183,0,0,0,0,0
ENSG00000264182,0,0,0,0,0
ENSG00000264180,0,0,0,0,0
ENSG00000264453,0,0,0,0,0
ENSG00000263866,0,0,0,0,0
ENSG00000263868,0,0,0,0,0
ENSG00000244214,0,0,0,0,0
ENSG00000238623,0,0,0,0,0
ENSG00000265329,0,0,0,0,0
ENSG00000259752,0,0,0.0722094,0,0
ENSG00000280170,0,0,0,0,0
ENSG00000280175,0,0,0,0.0224127,0
ENSG00000251933,0,0,0,0,0
ENSG00000216133,0,0,0,0,0
ENSG00000216131,0,0,0,0,0
ENSG00000216136,0,0,0,0,0
ENSG00000280499,0,0,0,0,0
ENSG00000277002,0,0,0,0,0
ENSG00000280729,0,0,0,0,0
ENSG00000280728,0,0,0,0,0
ENSG00000280727,0,0,0,2.13598,0
ENSG00000273503,0,0,0,0,0
ENSG00000238553,0,0,0,0,0
ENSG00000276751,0,0,0,0,0
ENSG00000276750,0,0,0,0,0
ENSG00000276752,0,0,0,0,0
ENSG00000266073,0,0,0,0,0
ENSG00000277097,0,0,0,0,0
ENSG00000274083,0,0,0,0,0
ENSG00000200833,0,0,0,0,0
ENSG00000278597,0,0,0,0,0
ENSG00000274087,0,0,0,0,0
ENSG00000274085,0,0,0,0,0
ENSG00000266388,0,0,0,0,0
ENSG00000273065,0.0807657,0.059213,0.183408,0.0524465,0.163992
ENSG00000279963,0,0,0,0,0
ENSG00000281227,0,0,0,0,0
ENSG00000273934,0,0,0,0,0
ENSG00000273930,0,0,0,0,0
ENSG00000239120,0,0,0,0,0
ENSG00000273939,0,0,0,0,0
ENSG00000272082,0,0,0,0,0
ENSG00000264238,0,0,0,0,0
ENSG00000280918,0,0,0,0,0
ENSG00000222518,0,0,0,0,0
ENSG00000222512,0,0,0,0,0
ENSG00000275446,0,0,0,0,0
ENSG00000275447,0,0,0,0,0
ENSG00000236169,0,0,0,0,0
ENSG00000224911,3.56728e-129,2.30561e-105,0.05486,0.100887,0.000339182
ENSG00000265548,0,0,0,0,0
ENSG00000265549,0,0,0,0,0
ENSG00000265543,0,0,0,0,0
ENSG00000274715,0,0,0,0,0
ENSG00000281033,0,0,0,0,0
ENSG00000281030,0,0,0,0,0
ENSG00000281035,1.84063,1.99452,0,0,0
ENSG00000221437,0,0,0,0,0
ENSG00000221431,0,0,0,0,0
ENSG00000221432,0,0,0,0,0
ENSG00000221438,0,0,0,0,0
ENSG00000280818,0,0,0,0,0
ENSG00000280812,0,0,0,0,0
ENSG00000280817,0,0,0,0,0
ENSG00000280816,1.4357,1.29037,1.08337,1.22931,1.77918
ENSG00000250055,0,0,0,0,0
ENSG00000281125,0,0,0,0,0
ENSG00000275169,0,0,0,0,0
ENSG00000251876,0,0,0,0,0
ENSG00000251871,0,0,0,0,0
ENSG00000273766,0,0,0,0,0
ENSG00000243993,0,0,0,0,0
ENSG00000280854,0,0,0,0,0
ENSG00000277638,0,0,0,0,0
ENSG00000281378,0,0,0,0,0
ENSG00000281370,0,0,0,0,0
ENSG00000281372,0,0,0,0,0
ENSG00000281375,0,0,0,0,0
ENSG00000279560,0,0,0,0,0
ENSG00000264323,0,0,0,0,0
ENSG00000273602,0,0,0,0,0
ENSG00000276273,0,0,0,0,0
ENSG00000276271,0.00808394,0.346542,0.0063054,0.0067087,0.00317711
ENSG00000252949,0,0,0,0,0
ENSG00000280526,0,0,0,0,0
ENSG00000265990,0,0,0,0,0
ENSG00000239167,0,0,0,0,0
ENSG00000236310,0,0,0,0,0
ENSG00000280602,0,0,0,0,0
ENSG00000222494,0,0,0,0,0
ENSG00000222492,0,0,0,0,0
ENSG00000222720,0,0,0,0,0
ENSG00000222722,0,0,0,0,0
ENSG00000280226,0,0,0,0,0
ENSG00000238787,0,0,0,0,0
ENSG00000266082,0,0,0,0,0
ENSG00000266083,0,0,0,0,0
ENSG00000280596,0,0,0,0,0
ENSG00000266085,0,0,0,0,0
ENSG00000280598,0,0,0,0,0
ENSG00000280599,0,0,0,0,0
ENSG00000274781,0,0,0,0,0
ENSG00000261733,0,0,0,0,0
ENSG00000266333,0,0,0,0,0
ENSG00000266331,0,0,0,0,0
ENSG00000266336,0,0,0,0,0
ENSG00000281177,0,0,0,0,0
ENSG00000281171,0,0,0,0,0
ENSG00000281170,0,0,0,0,0
ENSG00000278386,0,0,0,0,0
ENSG00000221607,0,0,0,0,0
ENSG00000221606,0,0,0,0,0
ENSG00000221608,0,0,0,0,0
ENSG00000238323,0,0,0,0,0
ENSG00000263775,0,0,0,0,0
ENSG00000280544,0,0,0,0,0
ENSG00000257902,0,0,0,0,0
ENSG00000280546,0,0,0,0,0
ENSG00000225962,0,0,0,0,0
ENSG00000252817,0,0,0,0,0
ENSG00000278142,0,0,0,0,0
ENSG00000278148,0,0,0,0,0
ENSG00000242631,0.628395,3.17844,1.26351,1.22621,1.69674
ENSG00000266859,0,0,0,0,0
ENSG00000266857,0,0,0,0,0
ENSG00000266856,0,0,0,0,0
ENSG00000266854,0,0,0,0,0
ENSG00000264095,0,0,0,0,0
ENSG00000273787,0,0,0,0,0
ENSG00000276453,0,0,0,0,0
ENSG00000276456,0,0,0,0,0
ENSG00000222066,0,0,0,0,0
ENSG00000211556,0,0,0,0,0
ENSG00000211553,0,0,0,0,0
ENSG00000279487,0,0,0.105636,0,0
ENSG00000223036,0,0,0,0,0
ENSG00000223030,0,0,0,0,0
ENSG00000232784,0,0,0,0,0
ENSG00000276338,0,0,0,0,0
ENSG00000276335,0,0,0,0,0
ENSG00000276331,0,0,0,0,0
ENSG00000276330,0,0,0,0,0
ENSG00000264109,0,0,0,0,0
ENSG00000276602,0,0,0,0,0
ENSG00000276606,0,0,0,0,0
ENSG00000221041,0,0,0,0,0
ENSG00000263577,0,0,0,0,0
ENSG00000263576,0,0,0,0,0
ENSG00000263570,0,0,0,0,0
ENSG00000263578,0,0,0,0,0
ENSG00000264928,0,0,0,0,0
ENSG00000264921,0,0,0,0,0
ENSG00000238844,0,0,0,0,0
ENSG00000280413,0.0651145,0.063691,0.0346251,0.0582437,0.0604501
ENSG00000266277,0,0,0,0,0
ENSG00000266275,0,0,0,0,0
ENSG00000266272,0,0,0,0,0
ENSG00000266271,0,0,0,0,0
ENSG00000252958,0,0,0,0,0
ENSG00000281451,0,0,0,0,0
ENSG00000281452,0,0,0,0,0
ENSG00000281457,4.98167e-05,1.45014e-15,3.47469e-18,3.53652e-13,0.0251548
ENSG00000281458,0,0,0,0,0
ENSG00000279131,0,0,0,0,0
ENSG00000266163,0,0,0,0,0
ENSG00000281520,0,0,0,0,0
ENSG00000281522,0,0,0,0,0
ENSG00000278262,0,0,0,0,0
ENSG00000278260,0,0,0,0,0
ENSG00000278269,0,0,0,0,0
ENSG00000281523,0,0,0,0,0
ENSG00000252131,0,0,0,0,0
ENSG00000277201,0,0,0,0,0
ENSG00000277204,0,0,0,0,0
ENSG00000277207,0,0,0,0,0
ENSG00000266656,0,0,0,0,0
ENSG00000261533,0.216273,0.215136,0.341354,0.213268,0.212119
ENSG00000237907,0,0,0,0,0
ENSG00000277497,0,0,0,0,0
ENSG00000276555,0,0,0,0,0
ENSG00000276554,0,0,0,0,0
ENSG00000276553,0,0,0,0,0
ENSG00000222226,0,0,0,0,0
ENSG00000281034,0,0,0,0,0
ENSG00000265898,0,0,0,0,0
ENSG00000265899,0,0,0,0,0
ENSG00000265895,0,0,0,0,0
ENSG00000233373,0,0,0,0,0
ENSG00000278199,0,0,0,0,0
ENSG00000258946,0,0,0,0.00485766,0.0176313
ENSG00000274795,0,0,0,0,0
ENSG00000274793,0,0,0,0,0
ENSG00000264873,0,0,0,0,0
ENSG00000264206,0,0,0,0,0
ENSG00000274125,0,0,0,0,0
ENSG00000264718,0,0,0,0,0
ENSG00000264711,0,0,0,0,0
ENSG00000264715,0,0,0,0,0
ENSG00000263948,0,0,0,0,0
ENSG00000275425,0,0,0,0,0
ENSG00000275941,0,0,0,0,0
ENSG00000275943,0,0,0,0,0
ENSG00000265049,0,0,0,0,0
ENSG00000265042,0,0,0,0,0
ENSG00000265047,0,0,0,0,0
ENSG00000238470,0,0,0,0,0
ENSG00000226202,0,0,0,0,0
ENSG00000266669,0,0,0,0,0
ENSG00000222961,0,0,0,0,0
ENSG00000260936,0.205534,0.317772,0.346712,0.464321,0.30166
ENSG00000264713,0,0,0,0,0
ENSG00000278951,0,0,0,0,0
ENSG00000239275,0,0,0,0,0
ENSG00000280819,0,0,0,0,0
ENSG00000280605,0,0,4.61299,9.37808,8.99652
ENSG00000280603,0,0,0,0,0
ENSG00000280600,0,0,0,0,0
ENSG00000280608,0,0,0,0,0
ENSG00000207558,0,0,0,0,0
ENSG00000274728,0,0,0,0,0
ENSG00000266193,0,0,0,0,0
ENSG00000278652,0,0,0,0,0
ENSG00000278651,0,0,0,0,0
ENSG00000274990,0,0,0,0,0
ENSG00000278209,0,0,0,0,0
ENSG00000276969,0,0,0,0,0
ENSG00000276962,0,0,0,0,0
ENSG00000273307,1.07374e-11,0.0615924,1.90057e-06,0.0529311,6.89814e-07
ENSG00000273303,2.08649e-60,3.25611e-133,2.94199e-78,1.8495e-63,4.53699e-73
ENSG00000279888,0,0,0,0,0
ENSG00000264925,0,0,0,0,0
ENSG00000265655,0,0,0,0,0
ENSG00000234113,0,0,0,0,0
ENSG00000273879,0,0,0,0,0
ENSG00000273878,0,0,0,0,0
ENSG00000277962,0,0,0,0,0
ENSG00000212054,0,0,0,0,0
ENSG00000212055,0,0,0,0,0
ENSG00000223070,0,0,0,0,0
ENSG00000275093,0,0,0,0,0
ENSG00000275096,0,0,0,0,0
ENSG00000275098,0,0,0,0,0
ENSG00000275324,0,0,0,0,0
ENSG00000271430,1.57456,1.23907,2.42048,1.45653,1.9067
ENSG00000274057,0,0,0,0,0
ENSG00000273895,0,0,0,0,0
ENSG00000228012,0,0,0,0,0
ENSG00000239664,0,0,0,0,0
ENSG00000264527,0,0,0,0,0
ENSG00000264526,0,0,0,0,0
ENSG00000221573,0,0,0,0,0
ENSG00000221576,0,0,0,0,0
ENSG00000221579,0,0,0,0,0
ENSG00000221578,0,0,0,0,0
ENSG00000222884,0,0,0,0,0
ENSG00000238532,0,0,0,0,0
ENSG00000221683,0,0,0,0,0
ENSG00000221686,0,0,0,0,0
ENSG00000221685,0,0,0,0,0
ENSG00000280671,0,0,0,0,0
ENSG00000280676,0,0,0,0,0
ENSG00000266584,0,0,0,0,0
ENSG00000266587,0,0,0,0,0
ENSG00000265012,0,0,0,0,0
ENSG00000265017,0,0,0,0,0
ENSG00000216047,0,0,0,0,0
ENSG00000216045,0,0,0,0,0
ENSG00000216042,0,0,0,0,0
ENSG00000252648,0,0,0,0,0
ENSG00000255069,0,0,0,0,0
ENSG00000249427,0,0,0,0,0
ENSG00000249428,0,0.00900988,2.80889e-217,0,1.60616e-119
ENSG00000278460,0,0,0,0,0
ENSG00000278753,0,0,0,0,0
ENSG00000278751,0,0,0,0,0
ENSG00000278750,0,0,0,0,0
ENSG00000221016,0,0,0,0,0
ENSG00000277910,0,0,0,0,0
ENSG00000277915,0,0,0,0,0
ENSG00000277917,0,0,0,0,0
ENSG00000265638,0,0,0,0,0
ENSG00000274464,0,0,0,0,0
ENSG00000274463,0,0,0,0,0
ENSG00000274462,0,0,0,0,0
ENSG00000265419,0,0,0,0,0
ENSG00000264308,0,0,0,0,0
ENSG00000222602,0,0,0,0,0
ENSG00000258879,0,0,0,0,0
ENSG00000211482,0,0,0,0,0
ENSG00000211483,0,0,0,0,0
ENSG00000277294,0,0,0,0,0
ENSG00000281728,0,0,0,0,0
ENSG00000281726,0,0,0,0,0
ENSG00000281727,0,0,0,0,0
ENSG00000221720,0,0,0,0,0
ENSG00000221721,0,0,0,0,0
ENSG00000221723,0,0,0,0,0
ENSG00000221724,0,0,0,0,0
ENSG00000221726,0,0,0,0,0
ENSG00000221084,0,0,0,0,0
ENSG00000221087,0,0,0,0,0
ENSG00000254082,0,0,0,0,0
ENSG00000280925,0,0,0,0,0
ENSG00000280921,0,0,0,0,0
ENSG00000266799,0,0,0,0,0
ENSG00000208035,0,0,0,0,0
ENSG00000208034,0,0,0,0,0
ENSG00000281373,0,0,0,0,0
ENSG00000276889,0,0,0,0,0
ENSG00000267094,0,0,0,0,0
ENSG00000280112,0,0,0,0,0
ENSG00000265812,0,0,0,0,0
ENSG00000277700,0,0,0,0,0
ENSG00000274246,0,0,0,0,0
ENSG00000274241,0,0,0,0,0
ENSG00000276078,0,0,0,0,0
ENSG00000276079,0,0,0,0,0
ENSG00000264022,0,0,0,0,0
ENSG00000264797,0,0,0,0,0
ENSG00000264799,0,0,0,0,0
ENSG00000275677,0,0,0,0,0
ENSG00000265774,0,0,0,0,0
ENSG00000265771,0,0,0,0,0
ENSG00000258486,0,0,0,0,0
ENSG00000264807,0,0,0,0,0
ENSG00000264804,0,0,0,0,0
ENSG00000221250,0,0,0,0,0
ENSG00000221254,0,0,0,0,0
ENSG00000198986,0,0,0,0,0
ENSG00000280919,0,0,0,0,0
ENSG00000275039,0,0,0,0,0
ENSG00000212095,0,0,0,0,0
ENSG00000278387,0,0,0,0,0
ENSG00000281083,0,0,0,0,0
ENSG00000281080,0,0,0,0,0
ENSG00000281085,0,0,0,0,0
ENSG00000281088,0,0,0,0,0
ENSG00000280687,0,0,0,0,0
ENSG00000280685,0,0,0,0,0
ENSG00000276587,0,0,0,0,0
ENSG00000212037,0,0,0,0,0
ENSG00000212032,0,0,0,0,0
ENSG00000212030,0,0,0,0,0
ENSG00000212031,0,0,0,0,0
ENSG00000212039,0,0,0,0,0
ENSG00000279380,0,0.0319042,0.0179398,0.0240146,0
ENSG00000281558,0,0,0,0,0
ENSG00000281555,0,0,0,0,0
ENSG00000281554,0,0,0,0,0
ENSG00000221113,0,0,0,0,0
ENSG00000221112,0,0,0,0,0
ENSG00000221111,0,0,0,0,0
ENSG00000207865,0,0,0,0,0
ENSG00000274831,0,0,0,0,0
ENSG00000279802,0.00389639,0,0.00420872,0.00505904,0.00736684
ENSG00000279808,0,0,0,0,0
ENSG00000215953,0,0,0,0,0
ENSG00000275010,0,0,0,0,0
ENSG00000265175,0,0,0,0,0
ENSG00000278868,6.26406,3.40873,5.20852,3.8068,6.5696
ENSG00000277538,0,0,0,0,0
ENSG00000266510,0,0,0,0,0
ENSG00000273862,0,0,0,0,0
